id,Employee Name,Department,Visit_Date,Entry_Time,Exit_time,Purpose_of_visit,Day_of_Week
636,Shep Backhurst,Engineering,2024-07-03,9:03:56,10:03:56,Work,Wednesday
637,Darelle Sallery,Accounting,2024-03-04,9:20:29,17:20:29,Client Visit,Monday
638,Gualterio Neles,Support,2024-05-07,6:34:35,07:34:35,Work,Tuesday
639,Hussein Lintott,Research and Development,2024-02-07,8:14:56,09:14:56,Other,Wednesday
640,Ken Staterfield,Engineering,2024-08-06,6:15:35,14:15:35,Meeting,Tuesday
641,Ashely Beccero,Business Development,2024-10-01,6:01:42,09:01:42,Work,Tuesday
642,Ezmeralda Baxstar,Accounting,2024-08-05,9:06:45,14:06:45,Meeting,Monday
643,Berrie Meardon,Engineering,2024-06-03,6:29:35,14:29:35,Work,Monday
644,Octavia Lishman,Sales,2024-07-04,7:32:12,14:32:12,Client Visit,Thursday
645,Kendricks Aikett,Business Development,2024-11-04,8:31:19,13:31:19,Work,Monday
646,Daisi Jupe,Marketing,2024-09-07,6:01:23,09:01:23,Work,Saturday
647,Ali Bulger,Product Management,2024-05-06,6:39:35,08:39:35,Client Visit,Monday
648,Ikey Topper,Sales,2024-12-01,8:32:17,10:32:17,Training,Sunday
649,Herc McGlade,Sales,2024-07-01,9:03:35,13:03:35,Client Visit,Monday
650,Jeremias Legon,Engineering,2024-07-01,9:56:06,16:56:06,Training,Monday
651,Natala Iffland,Marketing,2024-08-07,6:55:53,09:55:53,Work,Wednesday
652,Stevie Bamborough,Accounting,2024-06-02,6:12:34,08:12:34,Training,Sunday
653,Mata Davidesco,Services,2024-07-01,7:19:50,13:19:50,Work,Monday
654,Fraser Hedon,Sales,2024-03-01,8:01:00,14:01:00,Meeting,Friday
655,Barnebas Boleyn,Support,2024-08-04,7:00:24,15:00:24,Work,Sunday
656,Olympia Blunsen,Engineering,2024-12-04,8:48:08,11:48:08,Client Visit,Wednesday
657,Laureen Gleeson,Training,2024-11-01,7:08:55,11:08:55,Other,Friday
658,Giana Beadnell,Business Development,2024-12-02,6:05:53,12:05:53,Meeting,Monday
659,Bruis Buxsy,Training,2024-01-06,8:06:03,16:06:03,Work,Saturday
660,Shelley Medcalf,Product Management,2024-03-06,6:13:52,11:13:52,Meeting,Wednesday
661,Markus Garton,Business Development,2024-12-04,9:21:51,10:21:51,Client Visit,Wednesday
662,Risa Rosel,Legal,2024-08-04,7:01:15,08:01:15,Meeting,Sunday
663,Konstanze Northey,Research and Development,2024-10-03,7:43:47,14:43:47,Client Visit,Thursday
664,Maude Pochet,Human Resources,2024-12-03,8:48:08,11:48:08,Meeting,Tuesday
665,Mead Gerdts,Services,2024-09-06,6:19:46,14:19:46,Work,Friday
666,Carroll Ransley,Training,2024-06-05,6:34:03,08:34:03,Training,Wednesday
667,Lucky De Zuani,Business Development,2024-09-04,9:39:25,13:39:25,Meeting,Wednesday
668,Cyndia Croote,Support,2024-04-01,6:20:21,12:20:21,Work,Monday
669,Finn Vignaux,Legal,2024-12-03,8:40:48,16:40:48,Meeting,Tuesday
670,Katy Barthod,Accounting,2024-05-06,9:54:29,14:54:29,Meeting,Monday
671,Hieronymus Senechault,Product Management,2024-06-07,6:01:11,14:01:11,Meeting,Friday
672,Maddi Service,Engineering,2024-04-03,9:45:23,14:45:23,Meeting,Wednesday
673,Archambault Grim,Marketing,2024-03-06,6:07:20,10:07:20,Client Visit,Wednesday
674,Washington Brokenbrow,Training,2024-05-01,7:45:16,10:45:16,Work,Wednesday
675,Haze Kubelka,Support,2024-09-04,9:53:47,15:53:47,Meeting,Wednesday
676,Clem Kristufek,Sales,2024-06-04,8:47:31,09:47:31,Training,Tuesday
677,Jobyna Mathison,Support,2024-08-04,9:39:58,11:39:58,Meeting,Sunday
678,Marthena Gawke,Legal,2024-06-04,9:44:18,12:44:18,Meeting,Tuesday
679,Gail Sutherns,Engineering,2024-09-04,6:46:46,08:46:46,Meeting,Wednesday
680,Valene Middlehurst,Product Management,2024-03-03,7:06:58,10:06:58,Work,Sunday
681,Candide Berling,Product Management,2024-01-06,7:58:08,15:58:08,Meeting,Saturday
682,Darrell Bugdale,Support,2024-11-07,7:48:30,10:48:30,Meeting,Thursday
683,Elvis Schops,Support,2024-12-07,6:51:56,12:51:56,Meeting,Saturday
684,Simonne Spiniello,Support,2024-05-07,8:42:29,16:42:29,Work,Tuesday
685,Quintin Fidgett,Human Resources,2024-08-02,7:51:50,14:51:50,Client Visit,Friday
686,Ruddy Ambrogelli,Business Development,2024-12-06,7:02:13,11:02:13,Client Visit,Friday
687,Towney Melody,Product Management,2024-06-05,6:55:14,10:55:14,Client Visit,Wednesday
688,Vlad Weddeburn - Scrimgeour,Human Resources,2024-04-05,7:28:42,13:28:42,Client Visit,Friday
689,Alla Whodcoat,Sales,2024-01-05,8:30:12,13:30:12,Training,Friday
690,Walker Onele,Engineering,2024-09-07,8:29:55,16:29:55,Client Visit,Saturday
691,Fifi Joly,Research and Development,2024-02-07,6:12:57,11:12:57,Other,Wednesday
692,Osborn Showler,Business Development,2024-02-02,9:50:25,14:50:25,Meeting,Friday
693,Joachim Hands,Human Resources,2024-09-03,8:54:33,15:54:33,Client Visit,Tuesday
694,Harland Rathbone,Training,2024-04-01,7:34:20,11:34:20,Other,Monday
695,Augustina McFeate,Human Resources,2024-01-03,8:30:07,16:30:07,Other,Wednesday
696,Charyl Prest,Marketing,2024-03-05,7:23:18,09:23:18,Meeting,Tuesday
697,Ilsa Berthouloume,Product Management,2024-01-05,8:57:30,14:57:30,Work,Friday
698,Issie Joslyn,Human Resources,2024-04-03,9:56:04,15:56:04,Training,Wednesday
699,Stephi Eason,Product Management,2024-06-02,7:53:36,10:53:36,Meeting,Sunday
700,Dagny Standley,Human Resources,2024-10-06,9:43:42,16:43:42,Meeting,Sunday
701,Alphard Mellish,Business Development,2024-10-04,8:10:34,10:10:34,Client Visit,Friday
702,Falkner Askam,Product Management,2024-01-07,7:42:15,12:42:15,Meeting,Sunday
703,Kaja Cavan,Support,2024-08-07,6:37:22,07:37:22,Work,Wednesday
704,Joey Walpole,Business Development,2024-11-06,7:11:50,15:11:50,Client Visit,Wednesday
705,Ula Janosevic,Engineering,2024-12-01,6:22:18,10:22:18,Meeting,Sunday
706,Hyatt Tombleson,Training,2024-10-07,9:01:13,12:01:13,Meeting,Monday
707,Bruno Scamerden,Human Resources,2024-10-06,9:31:08,16:31:08,Work,Sunday
708,Zeb Paulsson,Sales,2024-06-04,6:35:11,12:35:11,Meeting,Tuesday
709,Artemus Norcliffe,Business Development,2024-04-01,6:19:30,09:19:30,Work,Monday
710,Antonino Feeney,Support,2024-08-05,6:17:16,12:17:16,Other,Monday
711,Jess Rigglesford,Human Resources,2024-05-03,8:52:22,12:52:22,Client Visit,Friday
712,Ben Smithson,Training,2024-10-02,7:39:18,08:39:18,Meeting,Wednesday
713,Gustavus Gallone,Support,2024-10-03,7:41:11,08:41:11,Work,Thursday
714,Gwennie Rudledge,Legal,2024-02-05,6:37:21,12:37:21,Training,Monday
715,Sigfrid Summerly,Support,2024-03-06,7:30:13,10:30:13,Training,Wednesday
716,Aurelia Grogor,Legal,2024-09-06,9:35:43,12:35:43,Meeting,Friday
717,Bekki Harkins,Legal,2024-12-02,9:20:53,12:20:53,Work,Monday
718,Domini Warn,Accounting,2024-05-04,7:38:31,14:38:31,Meeting,Saturday
719,Esdras Hawke,Support,2024-11-06,6:16:04,14:16:04,Meeting,Wednesday
720,Eulalie Toffel,Training,2024-06-03,8:55:49,10:55:49,Other,Monday
721,Paxton Studman,Legal,2024-04-06,6:57:54,10:57:54,Meeting,Saturday
722,Jaymie Fleeman,Research and Development,2024-10-05,8:36:23,14:36:23,Meeting,Saturday
723,Melita Sneesby,Sales,2024-03-05,7:11:51,11:11:51,Other,Tuesday
724,Gearalt Shillom,Support,2024-06-01,9:48:31,11:48:31,Work,Saturday
725,Nicolina Piatti,Training,2024-09-03,9:03:01,12:03:01,Meeting,Tuesday
726,Mathilda Moorhouse,Legal,2024-09-02,6:32:07,08:32:07,Other,Monday
727,Davidson Witch,Legal,2024-07-06,9:33:39,17:33:39,Meeting,Saturday
728,Barbee Limb,Product Management,2024-11-05,9:57:16,17:57:16,Training,Tuesday
729,Helsa Toxell,Services,2024-08-05,8:51:17,10:51:17,Work,Monday
730,Anabelle Ivy,Support,2024-10-07,9:37:12,15:37:12,Training,Monday
731,Kellsie Poyntz,Accounting,2024-09-06,7:17:20,10:17:20,Meeting,Friday
732,Stephen Bateman,Services,2024-08-03,6:23:30,10:23:30,Work,Saturday
733,Dayna Tine,Engineering,2024-08-02,7:11:23,12:11:23,Other,Friday
734,Josee Zecchinelli,Legal,2024-03-06,7:29:55,11:29:55,Work,Wednesday
735,Margot Nendick,Business Development,2024-07-07,6:53:25,12:53:25,Work,Sunday
736,Thaine Saddler,Product Management,2024-04-03,9:25:28,11:25:28,Meeting,Wednesday
737,Dewie Regenhardt,Research and Development,2024-06-04,9:58:48,16:58:48,Meeting,Tuesday
738,Donnell Teasdale-Markie,Business Development,2024-09-06,7:40:54,15:40:54,Meeting,Friday
739,Maurie Hubbock,Human Resources,2024-08-04,6:42:36,08:42:36,Meeting,Sunday
740,Yule Yerborn,Human Resources,2024-01-01,9:24:11,17:24:11,Work,Monday
741,Dulcine McLarens,Training,2024-10-06,9:26:17,13:26:17,Training,Sunday
742,Jillene Gibson,Engineering,2024-11-03,8:41:39,10:41:39,Meeting,Sunday
743,Ingra Jessep,Business Development,2024-10-07,9:16:28,14:16:28,Work,Monday
744,Pen Saby,Legal,2024-02-01,8:17:51,14:17:51,Training,Thursday
745,Angelico Tchir,Business Development,2024-08-03,7:54:24,15:54:24,Training,Saturday
746,Michal Consadine,Product Management,2024-07-04,8:52:23,12:52:23,Work,Thursday
747,Whitman McGurgan,Human Resources,2024-04-07,9:09:29,14:09:29,Meeting,Sunday
748,Allys Kielty,Sales,2024-01-02,7:33:33,09:33:33,Meeting,Tuesday
749,Ibbie Clampton,Accounting,2024-10-03,7:43:37,08:43:37,Meeting,Thursday
750,Dorothea Drinkwater,Training,2024-04-07,7:19:18,11:19:18,Other,Sunday
751,Rurik Feetham,Engineering,2024-06-03,6:46:29,10:46:29,Meeting,Monday
752,Mandie Renvoys,Research and Development,2024-05-03,6:06:22,13:06:22,Work,Friday
753,Manolo Fidian,Research and Development,2024-05-03,9:40:08,13:40:08,Work,Friday
754,Farrah Luscombe,Support,2024-08-03,9:22:59,13:22:59,Meeting,Saturday
755,Nolan Finessy,Product Management,2024-12-04,9:22:07,13:22:07,Work,Wednesday
756,Marita Leyband,Services,2024-05-07,8:50:42,13:50:42,Other,Tuesday
757,Frederigo Sarson,Services,2024-05-05,8:54:25,14:54:25,Work,Sunday
758,Pail Cessford,Sales,2024-12-05,6:36:17,08:36:17,Other,Thursday
759,Valentine Colchett,Human Resources,2024-08-03,8:18:30,10:18:30,Meeting,Saturday
760,Stevy Caulcutt,Marketing,2024-05-07,8:19:44,12:19:44,Other,Tuesday
761,Eveline Sears,Product Management,2024-05-01,7:00:04,15:00:04,Work,Wednesday
762,Kara Antonescu,Legal,2024-03-07,6:21:03,08:21:03,Other,Thursday
763,Cassy Hellard,Business Development,2024-05-03,6:24:17,12:24:17,Other,Friday
764,Erna Osbiston,Accounting,2024-05-05,6:35:07,14:35:07,Other,Sunday
765,Townie Hofton,Training,2024-05-06,6:41:43,13:41:43,Training,Monday
766,Earvin Dorling,Product Management,2024-08-02,6:42:00,12:42:00,Meeting,Friday
767,Sebastian Sambidge,Business Development,2024-12-06,8:01:25,11:01:25,Meeting,Friday
768,Georgy Kedward,Product Management,2024-09-03,7:33:08,15:33:08,Work,Tuesday
769,Maura Copsey,Accounting,2024-09-06,8:31:10,11:31:10,Meeting,Friday
770,Abagael Konzelmann,Product Management,2024-11-04,8:45:22,13:45:22,Training,Monday
771,Marysa Bosdet,Human Resources,2024-09-05,7:26:22,14:26:22,Meeting,Thursday
772,Stanfield Duham,Accounting,2024-12-03,6:13:12,12:13:12,Work,Tuesday
773,Morley Whittles,Accounting,2024-09-02,8:26:41,09:26:41,Work,Monday
774,Quinton Crombie,Engineering,2024-06-03,9:55:04,11:55:04,Meeting,Monday
775,Rosamund McTrustam,Sales,2024-03-02,9:59:21,16:59:21,Training,Saturday
776,Jonie Hellwig,Support,2024-10-04,6:37:10,11:37:10,Other,Friday
777,Fidelio Caw,Support,2024-05-05,6:52:33,11:52:33,Work,Sunday
778,Ralf Free,Business Development,2024-02-06,6:37:07,10:37:07,Meeting,Tuesday
779,Lorine Tothacot,Training,2024-10-04,7:50:09,11:50:09,Meeting,Friday
780,Aileen Millier,Legal,2024-06-07,7:39:59,13:39:59,Meeting,Friday
781,Cesar Forten,Legal,2024-01-05,8:09:44,13:09:44,Work,Friday
782,Wendie Summers,Marketing,2024-10-01,6:29:06,10:29:06,Training,Tuesday
783,Demeter Wallhead,Services,2024-09-04,6:54:19,11:54:19,Meeting,Wednesday
784,Anatol Edger,Research and Development,2024-10-06,7:57:32,13:57:32,Work,Sunday
785,Nicol Sonnenschein,Services,2024-08-05,8:19:16,12:19:16,Client Visit,Monday
786,Rufe Christensen,Product Management,2024-03-07,9:49:26,14:49:26,Meeting,Thursday
787,Cammy Twinterman,Product Management,2024-05-01,8:34:58,13:34:58,Meeting,Wednesday
788,Eyde Maddox,Support,2024-04-04,7:24:13,14:24:13,Meeting,Thursday
789,Jan Litherborough,Engineering,2024-02-07,8:53:37,14:53:37,Work,Wednesday
790,Sanderson Worster,Accounting,2024-07-06,7:20:22,08:20:22,Training,Saturday
791,Winna Abele,Human Resources,2024-07-02,8:18:28,16:18:28,Client Visit,Tuesday
792,Norry Foresight,Accounting,2024-12-05,7:03:52,13:03:52,Meeting,Thursday
793,Tobey Tomalin,Product Management,2024-10-06,6:54:49,12:54:49,Meeting,Sunday
794,Anastassia Bentje,Human Resources,2024-01-06,7:13:49,13:13:49,Work,Saturday
795,Chanda Kleinhausen,Marketing,2024-11-06,9:39:14,11:39:14,Other,Wednesday
796,Connor Dallison,Support,2024-10-03,8:13:17,10:13:17,Work,Thursday
797,Giles Ley,Business Development,2024-11-05,8:05:54,14:05:54,Meeting,Tuesday
798,Cele Bau,Legal,2024-08-01,6:06:51,08:06:51,Client Visit,Thursday
799,Loretta O'Corr,Research and Development,2024-05-07,8:45:44,10:45:44,Work,Tuesday
800,Lanita Mullin,Human Resources,2024-07-01,8:25:18,14:25:18,Meeting,Monday
801,Lyda Maylin,Research and Development,2024-02-02,7:19:45,10:19:45,Work,Friday
802,Lamond Dilloway,Human Resources,2024-08-05,6:34:16,07:34:16,Work,Monday
803,Thatcher Hazzard,Business Development,2024-02-06,7:29:45,13:29:45,Meeting,Tuesday
804,Merlina Pilling,Legal,2024-04-05,9:26:46,16:26:46,Work,Friday
805,Deanna Snaith,Accounting,2024-11-02,6:14:49,08:14:49,Meeting,Saturday
806,Ainslie Carrick,Services,2024-09-03,9:39:50,11:39:50,Meeting,Tuesday
807,Roderic Edel,Product Management,2024-12-05,9:47:11,17:47:11,Other,Thursday
808,Regan Tingle,Research and Development,2024-05-06,6:32:09,11:32:09,Other,Monday
809,Ripley Duesbury,Training,2024-11-07,6:59:55,09:59:55,Work,Thursday
810,Coralie Moulder,Product Management,2024-03-04,7:55:14,10:55:14,Client Visit,Monday
811,Farica Scarrott,Accounting,2024-01-04,9:27:00,16:27:00,Meeting,Thursday
812,Nanon Mabbott,Product Management,2024-05-04,8:10:56,12:10:56,Meeting,Saturday
813,Rebecka Salmoni,Sales,2024-10-02,7:04:49,14:04:49,Meeting,Wednesday
814,Linette Toogood,Services,2024-11-03,9:49:37,10:49:37,Meeting,Sunday
815,Alix Burnapp,Marketing,2024-02-02,8:08:09,11:08:09,Meeting,Friday
816,Elvira Spat,Support,2024-06-01,8:18:59,14:18:59,Client Visit,Saturday
817,Lock Enoksson,Marketing,2024-11-01,8:40:41,14:40:41,Work,Friday
818,Reece Winders,Research and Development,2024-11-03,8:41:31,11:41:31,Meeting,Sunday
819,Domenic Phelan,Business Development,2024-04-07,9:55:31,14:55:31,Client Visit,Sunday
820,Tracy Beedon,Product Management,2024-10-02,9:20:45,12:20:45,Work,Wednesday
821,Courtnay Fiorentino,Product Management,2024-08-02,9:19:31,12:19:31,Meeting,Friday
822,Hasty Marciskewski,Product Management,2024-05-03,6:21:35,14:21:35,Other,Friday
823,Beverie Flett,Product Management,2024-04-06,9:14:27,15:14:27,Training,Saturday
824,Barth Eilles,Training,2024-09-02,7:06:41,11:06:41,Work,Monday
825,Bartram Codman,Services,2024-02-06,9:41:14,16:41:14,Work,Tuesday
826,Wolf Micklewright,Support,2024-05-01,8:39:35,16:39:35,Meeting,Wednesday
827,Cassandre Burnhill,Human Resources,2024-09-05,9:06:38,15:06:38,Training,Thursday
828,Eleanor McEvilly,Product Management,2024-11-06,9:53:39,17:53:39,Meeting,Wednesday
829,Lorin Dunbobin,Marketing,2024-01-07,8:50:12,09:50:12,Other,Sunday
830,Arny Lening,Accounting,2024-01-01,9:15:01,16:15:01,Meeting,Monday
831,Jeni Tonkes,Legal,2024-04-02,8:49:14,14:49:14,Other,Tuesday
832,Aubrey Cadany,Accounting,2024-01-07,9:39:00,11:39:00,Meeting,Sunday
833,Lana Derrington,Business Development,2024-08-04,7:38:37,08:38:37,Work,Sunday
834,Marley Jacqueminot,Engineering,2024-10-05,8:42:23,14:42:23,Training,Saturday
835,Marlo Kubera,Marketing,2024-01-03,8:11:35,14:11:35,Client Visit,Wednesday
836,Carmencita Natwick,Engineering,2024-04-02,9:35:18,11:35:18,Meeting,Tuesday
837,Julissa Titchard,Business Development,2024-07-02,8:45:58,12:45:58,Training,Tuesday
838,Harbert Janovsky,Training,2024-01-05,9:35:42,13:35:42,Work,Friday
839,Giusto Toulamain,Services,2024-06-04,6:05:37,14:05:37,Other,Tuesday
840,Svend Limon,Business Development,2024-11-05,6:48:31,08:48:31,Work,Tuesday
841,Maxi Delue,Product Management,2024-01-04,8:06:02,13:06:02,Training,Thursday
842,Hanni Toone,Legal,2024-06-02,8:53:10,11:53:10,Client Visit,Sunday
843,Kendell Tongs,Training,2024-08-03,9:53:16,12:53:16,Other,Saturday
844,Georgena Blanchette,Human Resources,2024-10-03,6:29:10,12:29:10,Work,Thursday
845,Rob Labrone,Product Management,2024-02-01,7:12:12,12:12:12,Work,Thursday
846,Kerry Luciano,Legal,2024-04-07,6:03:49,07:03:49,Training,Sunday
847,Jerrie Nerne,Product Management,2024-03-06,6:35:20,13:35:20,Meeting,Wednesday
848,Cori Dumbelton,Accounting,2024-12-03,6:32:31,09:32:31,Client Visit,Tuesday
849,Carole Archard,Sales,2024-10-04,6:04:47,12:04:47,Client Visit,Friday
850,Desmond Avrahamian,Engineering,2024-11-04,8:07:08,10:07:08,Meeting,Monday
851,Tessy Khosa,Sales,2024-05-07,9:20:05,11:20:05,Other,Tuesday
852,Austin Virgoe,Sales,2024-08-05,6:01:41,09:01:41,Work,Monday
853,Shay MacKibbon,Support,2024-12-07,6:30:56,14:30:56,Work,Saturday
854,Huntlee Ondracek,Product Management,2024-10-06,7:08:30,08:08:30,Work,Sunday
855,Salomi Vischi,Marketing,2024-05-02,6:09:39,14:09:39,Meeting,Thursday
856,Kesley Jurgensen,Product Management,2024-04-03,9:32:46,10:32:46,Work,Wednesday
857,Jordanna Olivazzi,Accounting,2024-11-07,6:48:29,10:48:29,Client Visit,Thursday
858,Devinne Castello,Product Management,2024-06-01,7:54:54,13:54:54,Client Visit,Saturday
859,Natalie Crush,Product Management,2024-09-07,8:47:09,15:47:09,Training,Saturday
860,Analiese Greneham,Product Management,2024-06-01,8:01:36,11:01:36,Meeting,Saturday
861,Gennifer Murtimer,Support,2024-01-02,8:44:21,09:44:21,Meeting,Tuesday
862,Cass Nielson,Legal,2024-09-04,7:19:09,12:19:09,Meeting,Wednesday
863,Verina Dunridge,Support,2024-08-02,8:34:55,09:34:55,Meeting,Friday
864,Mitch Juggins,Services,2024-12-01,6:55:00,14:55:00,Training,Sunday
865,Kanya Clearley,Training,2024-12-06,8:02:07,09:02:07,Other,Friday
866,Rose Kemell,Human Resources,2024-01-06,8:40:20,12:40:20,Training,Saturday
867,Ina Heugle,Business Development,2024-09-01,9:39:51,11:39:51,Meeting,Sunday
868,Rayshell Cotterel,Accounting,2024-03-07,7:59:26,08:59:26,Work,Thursday
869,Chicky Duell,Product Management,2024-07-04,9:15:26,11:15:26,Work,Thursday
870,Eadie Grindall,Sales,2024-06-06,6:09:39,07:09:39,Training,Thursday
871,Lisabeth Lahive,Accounting,2024-01-06,9:28:19,16:28:19,Meeting,Saturday
872,Alene Gliddon,Research and Development,2024-09-03,8:09:07,12:09:07,Meeting,Tuesday
873,Kev Stood,Human Resources,2024-06-07,9:21:56,13:21:56,Other,Friday
874,Julius Phizakarley,Marketing,2024-01-06,9:07:41,14:07:41,Meeting,Saturday
875,Danell Carme,Product Management,2024-12-02,9:37:40,17:37:40,Work,Monday
876,Benny Balcombe,Product Management,2024-09-06,7:26:51,11:26:51,Other,Friday
877,Dewain Hoodlass,Legal,2024-02-05,7:30:45,09:30:45,Work,Monday
878,Graig Housegoe,Product Management,2024-04-04,8:05:54,10:05:54,Meeting,Thursday
879,Dalt Wheble,Support,2024-01-05,6:49:01,12:49:01,Work,Friday
880,Julee Netti,Support,2024-07-01,9:22:13,10:22:13,Work,Monday
881,Gayelord Androck,Engineering,2024-03-05,9:01:43,10:01:43,Work,Tuesday
882,Huberto Templeman,Product Management,2024-05-02,7:04:40,08:04:40,Meeting,Thursday
883,Darlene McLese,Support,2024-07-07,8:15:59,14:15:59,Other,Sunday
884,Dell Rittmeyer,Research and Development,2024-03-05,9:42:06,14:42:06,Meeting,Tuesday
885,Adriano Crossland,Human Resources,2024-04-02,8:08:13,09:08:13,Work,Tuesday
886,Rozanne Ashbridge,Services,2024-09-07,7:32:49,11:32:49,Meeting,Saturday
887,Pearce Frail,Services,2024-06-01,6:38:33,09:38:33,Work,Saturday
888,Marci Lapping,Marketing,2024-08-07,9:19:07,16:19:07,Work,Wednesday
889,Berthe Martinetto,Support,2024-11-04,8:46:11,09:46:11,Work,Monday
890,Andromache Muscott,Services,2024-02-02,6:53:03,11:53:03,Training,Friday
891,Jannel Rushmer,Business Development,2024-06-05,6:45:04,14:45:04,Work,Wednesday
892,Boniface Plume,Support,2024-06-01,7:42:13,14:42:13,Training,Saturday
893,Kris Bohea,Research and Development,2024-05-07,8:48:47,16:48:47,Work,Tuesday
894,Bent Childrens,Services,2024-05-03,7:32:47,09:32:47,Other,Friday
895,Merrielle Farman,Legal,2024-05-02,6:27:41,09:27:41,Training,Thursday
896,Jewelle Luca,Business Development,2024-07-07,9:43:58,11:43:58,Meeting,Sunday
897,Jarid Da Costa,Human Resources,2024-10-05,7:29:24,13:29:24,Training,Saturday
898,Noel Snoxell,Training,2024-02-04,7:17:48,12:17:48,Work,Sunday
899,Germaine Hegdonne,Business Development,2024-07-07,8:45:43,09:45:43,Meeting,Sunday
900,Aigneis Cossum,Business Development,2024-08-04,6:26:17,11:26:17,Work,Sunday
901,Janean Tarbath,Accounting,2024-07-05,6:33:11,12:33:11,Training,Friday
902,Harman Khomin,Accounting,2024-06-06,6:00:58,10:00:58,Meeting,Thursday
903,Abner Huc,Marketing,2024-04-01,6:07:06,13:07:06,Work,Monday
904,Eric Granham,Support,2024-09-02,7:31:50,08:31:50,Work,Monday
905,Kathrine Hancke,Legal,2024-06-06,9:31:27,10:31:27,Meeting,Thursday
906,Callida Stickings,Sales,2024-04-03,7:21:27,12:21:27,Client Visit,Wednesday
907,Cordy Vasyunichev,Business Development,2024-10-03,6:04:51,12:04:51,Meeting,Thursday
908,Fulton Corkish,Services,2024-03-03,9:00:35,14:00:35,Work,Sunday
909,Shelli Medd,Human Resources,2024-06-02,7:23:10,12:23:10,Work,Sunday
910,Joby Bladon,Business Development,2024-12-03,6:04:59,12:04:59,Work,Tuesday
911,Noellyn Komorowski,Engineering,2024-05-02,6:01:44,07:01:44,Other,Thursday
912,Elvera Rey,Engineering,2024-03-07,9:30:08,14:30:08,Meeting,Thursday
913,Arri McArdle,Human Resources,2024-01-05,7:24:32,10:24:32,Work,Friday
914,Dom Tippin,Support,2024-11-03,6:11:30,14:11:30,Work,Sunday
915,Haroun Lofting,Legal,2024-09-03,6:41:51,11:41:51,Training,Tuesday
916,Audy Savage,Product Management,2024-04-03,6:33:11,07:33:11,Other,Wednesday
917,Randall Formilli,Research and Development,2024-07-07,7:45:53,10:45:53,Meeting,Sunday
918,Elysha Ogden,Research and Development,2024-02-02,7:34:25,15:34:25,Work,Friday
919,Garald Lindell,Business Development,2024-01-06,9:03:22,14:03:22,Work,Saturday
920,Lonna Aulds,Marketing,2024-01-02,8:05:45,14:05:45,Work,Tuesday
921,Kevyn Ornillos,Research and Development,2024-09-07,6:01:22,14:01:22,Work,Saturday
922,Lionel Borland,Accounting,2024-10-01,7:39:24,09:39:24,Meeting,Tuesday
923,Marys Lamball,Research and Development,2024-10-07,7:42:18,10:42:18,Work,Monday
924,Chiquia Sobieski,Training,2024-06-01,9:51:47,16:51:47,Client Visit,Saturday
925,Isidro Thumim,Business Development,2024-09-01,7:27:53,09:27:53,Work,Sunday
926,Cosetta Mulrenan,Business Development,2024-06-03,8:44:37,14:44:37,Training,Monday
927,Faythe Sevitt,Engineering,2024-04-01,6:24:22,08:24:22,Other,Monday
928,Ezekiel Sproston,Engineering,2024-07-03,9:02:04,11:02:04,Other,Wednesday
929,Gustavo Kingsbury,Support,2024-07-01,9:00:17,15:00:17,Client Visit,Monday
930,Marlowe Garriock,Business Development,2024-07-02,8:16:10,13:16:10,Meeting,Tuesday
931,Rhea Isaacs,Training,2024-10-03,7:57:40,14:57:40,Work,Thursday
932,Sarene Lewty,Sales,2024-03-02,6:39:02,08:39:02,Work,Saturday
933,Pandora Goldhill,Training,2024-09-05,8:33:28,16:33:28,Other,Thursday
934,Scot Yakovlev,Sales,2024-04-06,6:49:14,11:49:14,Training,Saturday
935,Freddie Errington,Marketing,2024-05-07,9:19:00,16:19:00,Meeting,Tuesday
936,Bone Burgise,Accounting,2024-02-07,7:00:55,09:00:55,Meeting,Wednesday
937,Gallard Brownbill,Product Management,2024-01-04,6:38:35,11:38:35,Work,Thursday
938,Hazel Sherrum,Training,2024-11-07,8:59:40,09:59:40,Client Visit,Thursday
939,Kiersten McCoveney,Training,2024-09-02,7:29:50,08:29:50,Meeting,Monday
940,Conney Wickens,Training,2024-05-01,6:19:23,08:19:23,Work,Wednesday
941,Mackenzie Florence,Support,2024-07-03,6:14:05,14:14:05,Training,Wednesday
942,Blithe Peyto,Legal,2024-05-07,9:15:25,14:15:25,Other,Tuesday
943,Eloise Thombleson,Marketing,2024-10-02,8:11:53,10:11:53,Meeting,Wednesday
944,Ardeen Showering,Training,2024-04-02,6:16:55,13:16:55,Meeting,Tuesday
945,Nadiya Mountjoy,Training,2024-04-02,8:27:59,14:27:59,Work,Tuesday
946,Elka Yitzhak,Legal,2024-10-02,6:45:27,10:45:27,Meeting,Wednesday
947,Deerdre Humphery,Accounting,2024-06-01,9:18:46,14:18:46,Meeting,Saturday
948,Shaun Feakins,Product Management,2024-10-03,7:02:40,08:02:40,Training,Thursday
949,Juliette Ellam,Product Management,2024-04-06,7:01:53,14:01:53,Meeting,Saturday
950,Inge Vanini,Human Resources,2024-07-06,7:54:17,09:54:17,Work,Saturday
951,Gallagher Merryman,Training,2024-11-02,7:09:41,11:09:41,Meeting,Saturday
952,Wilma Largan,Research and Development,2024-06-05,8:24:07,13:24:07,Training,Wednesday
953,Lenore Kobelt,Marketing,2024-02-06,9:23:08,15:23:08,Meeting,Tuesday
