uuid,Employee Name,Department,Visit_Date,Entry_time,Exit_time,Purpose of Visit,Day of Week
66687e7ffc13ae4e092353cf,Rhea Brislen,Engineering,2024-04-05,9:56,16:07,Work,Friday
66687e7ffc13ae4e092353d0,Dun Gullyes,Business Development,2024-07-05,6:02,17:21,Client Visit,Friday
66687e7ffc13ae4e092353d1,Lotty Maultby,Sales,2024-04-03,7:13,16:22,Work,Wednesday
66687e7ffc13ae4e092353d2,Huntlee Abberley,Services,2024-01-02,8:07,16:20,Meeting,Tuesday
66687e7ffc13ae4e092353d3,Avie Destouche,Sales,2024-04-07,8:33,16:35,Work,Sunday
66687e7ffc13ae4e092353d4,Ignacio Damsell,Research and Development,2024-08-06,7:59,15:49,Work,Tuesday
66687e7ffc13ae4e092353d5,Nettie Coveney,Human Resources,2024-12-07,6:08,17:17,Training,Saturday
66687e7ffc13ae4e092353d6,Peg Birckmann,Research and Development,2024-12-02,8:45,17:59,Training,Monday
66687e7ffc13ae4e092353d7,Marilee De'Vere - Hunt,Accounting,2024-09-03,8:50,17:45,Meeting,Tuesday
66687e7ffc13ae4e092353d8,Lief Rosa,Training,2024-12-07,7:55,14:22,Training,Saturday
66687e7ffc13ae4e092353d9,Isaak Sigars,Product Management,2024-09-03,6:05,15:23,Work,Tuesday
66687e7ffc13ae4e092353da,Abigale McNeilly,Legal,2024-04-03,9:01,15:17,Work,Wednesday
66687e7ffc13ae4e092353db,Sancho Reville,Legal,2024-06-04,6:23,17:29,Work,Tuesday
66687e7ffc13ae4e092353dc,Vivian Moule,Training,2024-10-01,9:51,17:02,Meeting,Tuesday
66687e7ffc13ae4e092353dd,Brigid Woliter,Research and Development,2024-06-05,8:20,14:38,Training,Wednesday
66687e7ffc13ae4e092353de,Cornela Fasset,Legal,2024-06-07,7:11,16:17,Client Visit,Friday
66687e7ffc13ae4e092353df,Hank Stubbert,Product Management,2024-04-07,7:58,16:52,Client Visit,Sunday
66687e7ffc13ae4e092353e0,Cody Guisler,Accounting,2024-04-04,7:41,16:58,Meeting,Thursday
66687e7ffc13ae4e092353e1,Merrel Backsal,Marketing,2024-09-01,6:42,15:24,Meeting,Sunday
66687e7ffc13ae4e092353e2,Rodrigo Street,Accounting,2024-05-05,8:44,16:03,Training,Sunday
66687e7ffc13ae4e092353e3,Kaile Ayree,Human Resources,2024-05-03,7:40,16:13,Meeting,Friday
66687e7ffc13ae4e092353e4,Kathryn Beckwith,Training,2024-05-06,8:24,17:10,Work,Monday
66687e7ffc13ae4e092353e5,Erinn Nozzolinii,Marketing,2024-05-02,6:44,17:11,Client Visit,Thursday
66687e7ffc13ae4e092353e6,Liana Cathersides,Engineering,2024-03-01,7:10,16:44,Work,Friday
66687e7ffc13ae4e092353e7,Kasey Mathes,Research and Development,2024-02-07,7:04,16:38,Work,Wednesday
66687e7ffc13ae4e092353e8,Trudi Stollwerk,Legal,2024-11-06,7:52,17:57,Work,Wednesday
66687e7ffc13ae4e092353e9,Ken Landre,Legal,2024-10-01,8:10,15:10,Work,Tuesday
66687e7ffc13ae4e092353ea,Seline Quelch,Services,2024-07-01,6:43,14:07,Work,Monday
66687e7ffc13ae4e092353eb,Emlynne Hillum,Human Resources,2024-02-06,7:00,15:33,Work,Tuesday
66687e7ffc13ae4e092353ec,Evangelia Burlay,Training,2024-01-04,8:16,16:18,Training,Thursday
66687e7ffc13ae4e092353ed,Chrotoem Cocci,Sales,2024-10-06,8:00,14:07,Training,Sunday
66687e7ffc13ae4e092353ee,Nataniel Milesap,Research and Development,2024-04-01,7:08,14:36,Client Visit,Monday
66687e7ffc13ae4e092353ef,Kristi Bulcroft,Accounting,2024-09-06,8:55,15:48,Meeting,Friday
66687e7ffc13ae4e092353f0,Langsdon Whiskerd,Legal,2024-11-06,7:23,16:37,Meeting,Wednesday
66687e7ffc13ae4e092353f1,Felicio Love,Research and Development,2024-12-04,9:16,15:42,Client Visit,Wednesday
66687e7ffc13ae4e092353f2,Holly-anne Fechnie,Training,2024-11-06,9:26,17:02,Meeting,Wednesday
66687e7ffc13ae4e092353f3,Boonie Diemer,Marketing,2024-08-01,7:03,17:58,Work,Thursday
66687e7ffc13ae4e092353f4,Dayna Spottiswoode,Training,2024-01-06,6:50,16:38,Training,Saturday
66687e7ffc13ae4e092353f5,Sybil Antusch,Engineering,2024-08-02,9:55,15:26,Client Visit,Friday
66687e7ffc13ae4e092353f6,Adore Beames,Support,2024-06-04,7:36,16:27,Work,Tuesday
66687e7ffc13ae4e092353f7,Wenonah Folomin,Support,2024-06-06,6:37,17:55,Meeting,Thursday
66687e7ffc13ae4e092353f8,Lorrayne Follacaro,Legal,2024-02-04,9:08,14:32,Work,Sunday
66687e7ffc13ae4e092353f9,Leonidas Winston,Services,2024-11-03,7:08,15:17,Work,Sunday
66687e7ffc13ae4e092353fa,Willamina Hayley,Services,2024-03-06,9:12,14:12,Training,Wednesday
66687e7ffc13ae4e092353fb,Essy Deery,Business Development,2024-02-03,7:37,17:25,Training,Saturday
66687e7ffc13ae4e092353fc,Doretta Horbart,Product Management,2024-11-01,8:56,15:34,Work,Friday
66687e7ffc13ae4e092353fd,Henry Davidi,Support,2024-12-06,9:03,17:59,Work,Friday
66687e7ffc13ae4e092353fe,Horton Chesterfield,Research and Development,2024-05-04,6:56,14:39,Meeting,Saturday
66687e7ffc13ae4e092353ff,Mirelle Stitson,Support,2024-10-04,9:38,17:17,Client Visit,Friday
66687e7ffc13ae4e09235400,Rivalee Fettiplace,Support,2024-02-04,6:55,15:06,Work,Sunday
66687e7ffc13ae4e09235401,Calida Longfellow,Product Management,2024-03-07,9:24,16:22,Work,Thursday
66687e7ffc13ae4e09235402,Reuben Winwright,Product Management,2024-07-02,9:19,17:31,Work,Tuesday
66687e7ffc13ae4e09235403,Agustin Wixey,Research and Development,2024-09-02,7:57,17:57,Meeting,Monday
66687e7ffc13ae4e09235404,Rhys Kryszkiecicz,Human Resources,2024-01-03,8:43,16:44,Meeting,Wednesday
66687e7ffc13ae4e09235405,Paxon Ferry,Human Resources,2024-06-06,9:38,17:35,Work,Thursday
66687e7ffc13ae4e09235406,Marie-ann Wretham,Marketing,2024-08-04,9:55,17:26,Meeting,Sunday
66687e7ffc13ae4e09235407,Donall Wallman,Support,2024-11-04,6:44,15:26,Meeting,Monday
66687e7ffc13ae4e09235408,Alberto McCollum,Marketing,2024-12-05,6:54,16:20,Work,Thursday
66687e7ffc13ae4e09235409,Tod Messham,Sales,2024-06-02,7:59,17:32,Meeting,Sunday
66687e7ffc13ae4e0923540a,Kore Whild,Research and Development,2024-02-01,6:03,14:13,Work,Thursday
66687e7ffc13ae4e0923540b,Bruno Attow,Legal,2024-11-04,7:08,17:35,Training,Monday
66687e7ffc13ae4e0923540c,Tera Piwall,Human Resources,2024-08-07,9:21,16:46,Work,Wednesday
66687e7ffc13ae4e0923540d,Geneva Perle,Engineering,2024-01-06,7:02,15:33,Work,Saturday
66687e7ffc13ae4e0923540e,Johannes Wedon,Training,2024-11-04,6:57,17:35,Work,Monday
66687e7ffc13ae4e0923540f,Edita Scadding,Accounting,2024-02-03,7:33,16:43,Work,Saturday
66687e7ffc13ae4e09235410,Ami Baldrey,Research and Development,2024-11-04,6:46,14:21,Work,Monday
66687e7ffc13ae4e09235411,Roxy Alton,Human Resources,2024-10-01,6:30,14:21,Work,Tuesday
66687e7ffc13ae4e09235412,Louie Orrom,Engineering,2024-08-01,8:12,16:30,Training,Thursday
66687e7ffc13ae4e09235413,Aliza Greenway,Engineering,2024-05-07,8:45,16:30,Meeting,Tuesday
66687e7ffc13ae4e09235414,Maximo Hearsey,Marketing,2024-06-07,6:27,16:37,Meeting,Friday
66687e7ffc13ae4e09235415,Fernande Cragoe,Business Development,2024-09-01,7:41,16:33,Training,Sunday
66687e7ffc13ae4e09235416,Cross McGarel,Sales,2024-03-02,9:23,16:27,Work,Saturday
66687e7ffc13ae4e09235417,Drusi Cowland,Support,2024-03-04,9:57,15:33,Work,Monday
66687e7ffc13ae4e09235418,Alley Bantock,Marketing,2024-01-02,9:14,15:25,Client Visit,Tuesday
66687e7ffc13ae4e09235419,Manfred Coumbe,Product Management,2024-03-02,6:06,15:38,Training,Saturday
66687e7ffc13ae4e0923541a,Alanson Hoyle,Business Development,2024-02-05,8:54,16:05,Work,Monday
66687e7ffc13ae4e0923541b,Worthington Shreve,Services,2024-05-04,9:39,16:58,Client Visit,Saturday
66687e7ffc13ae4e0923541c,Garry Broadnicke,Research and Development,2024-08-02,9:03,16:03,Training,Friday
66687e7ffc13ae4e0923541d,Giustina Satchel,Legal,2024-02-06,9:47,14:49,Work,Tuesday
66687e7ffc13ae4e0923541e,Marcelo Jakuszewski,Human Resources,2024-01-02,8:38,15:08,Work,Tuesday
66687e7ffc13ae4e0923541f,Ellis Korpolak,Accounting,2024-12-04,6:50,14:41,Work,Wednesday
66687e7ffc13ae4e09235420,Celestyna Mauchline,Business Development,2024-08-06,9:24,16:29,Meeting,Tuesday
66687e7ffc13ae4e09235421,Josiah Heathcott,Human Resources,2024-04-01,7:52,16:07,Work,Monday
66687e7ffc13ae4e09235422,Ellsworth Hanway,Research and Development,2024-04-01,9:47,16:18,Training,Monday
66687e7ffc13ae4e09235423,Jody Crake,Engineering,2024-01-06,7:32,17:29,Work,Saturday
66687e7ffc13ae4e09235424,Corinne Golby,Product Management,2024-02-02,9:40,16:10,Meeting,Friday
66687e7ffc13ae4e09235425,Arty Berthel,Sales,2024-04-07,9:19,15:05,Work,Sunday
66687e7ffc13ae4e09235426,Sibeal Annice,Legal,2024-03-03,9:29,15:49,Client Visit,Sunday
66687e7ffc13ae4e09235427,Cherlyn Tomkowicz,Human Resources,2024-02-01,8:37,16:44,Meeting,Thursday
66687e7ffc13ae4e09235428,Fanchon Gallardo,Marketing,2024-10-03,8:05,16:09,Training,Thursday
66687e7ffc13ae4e09235429,Kerry Fenck,Accounting,2024-02-07,6:20,16:58,Work,Wednesday
66687e7ffc13ae4e0923542a,Claybourne Cranidge,Accounting,2024-09-03,6:22,16:07,Work,Tuesday
66687e7ffc13ae4e0923542b,Davide Bassham,Business Development,2024-05-04,6:57,14:56,Work,Saturday
66687e7ffc13ae4e0923542c,Dylan Cringle,Business Development,2024-02-03,8:23,14:16,Training,Saturday
66687e7ffc13ae4e0923542d,Angelique Cawker,Legal,2024-02-07,7:08,14:27,Meeting,Wednesday
66687e7ffc13ae4e0923542e,Benedict Phizaclea,Engineering,2024-03-04,8:03,14:31,Training,Monday
66687e7ffc13ae4e0923542f,Cal Scantleberry,Support,2024-12-02,8:04,15:41,Client Visit,Monday
66687e7ffc13ae4e09235430,Anabelle Galland,Support,2024-04-01,8:28,16:36,Work,Monday
66687e7ffc13ae4e09235431,Katrine Bacop,Business Development,2024-03-07,7:59,15:38,Work,Thursday
66687e7ffc13ae4e09235432,Nataline Hoodless,Legal,2024-10-07,7:20,15:21,Work,Monday
66687e7ffc13ae4e09235433,Winona Wolfers,Marketing,2024-11-05,6:58,17:17,Work,Tuesday
66687e7ffc13ae4e09235434,Merola Wynett,Legal,2024-02-03,7:12,17:18,Meeting,Saturday
66687e7ffc13ae4e09235435,Eddie Glasman,Services,2024-02-07,6:35,14:10,Meeting,Wednesday
66687e7ffc13ae4e09235436,Zelig Hassent,Marketing,2024-06-01,8:47,14:08,Meeting,Saturday
66687e7ffc13ae4e09235437,Andrej Pimlett,Engineering,2024-01-07,9:47,16:47,Meeting,Sunday
66687e7ffc13ae4e09235438,Jeanelle Aloway,Engineering,2024-04-04,7:45,15:47,Work,Thursday
66687e80fc13ae4e09235439,Sansone Feye,Research and Development,2024-07-01,6:11,16:06,Client Visit,Monday
66687e80fc13ae4e0923543a,Bronson Maffione,Sales,2024-10-07,9:29,17:18,Work,Monday
66687e80fc13ae4e0923543b,Rosmunda Pescud,Marketing,2024-06-05,6:22,14:13,Meeting,Wednesday
66687e80fc13ae4e0923543c,Ronica Comoletti,Sales,2024-10-07,6:30,15:41,Training,Monday
66687e80fc13ae4e0923543d,Cordie Gendrich,Accounting,2024-08-06,9:09,17:44,Meeting,Tuesday
66687e80fc13ae4e0923543e,Jehu Downse,Sales,2024-10-07,8:57,17:36,Work,Monday
66687e80fc13ae4e0923543f,Quintilla Pitceathly,Engineering,2024-03-07,9:16,16:44,Work,Thursday
66687e80fc13ae4e09235440,Rozele Bulbeck,Services,2024-12-02,7:08,17:10,Work,Monday
66687e80fc13ae4e09235441,Sloan Cockrem,Human Resources,2024-07-06,8:54,17:50,Work,Saturday
66687e80fc13ae4e09235442,Tabbie Rablen,Support,2024-08-02,8:50,15:15,Work,Friday
66687e80fc13ae4e09235443,Kimbra D'Agostino,Product Management,2024-04-07,9:05,14:52,Work,Sunday
66687e80fc13ae4e09235444,Aimil McNickle,Training,2024-08-01,6:59,17:46,Work,Thursday
66687e80fc13ae4e09235445,Kareem Sherebrooke,Human Resources,2024-08-02,6:11,17:11,Work,Friday
66687e80fc13ae4e09235446,Nico Epp,Support,2024-01-03,9:41,15:31,Training,Wednesday
66687e80fc13ae4e09235447,Kendre Vince,Legal,2024-01-07,8:45,14:01,Work,Sunday
66687e80fc13ae4e09235448,Calley Whenman,Services,2024-08-07,6:54,16:59,Work,Wednesday
66687e80fc13ae4e09235449,Ermentrude Sharrard,Legal,2024-08-07,7:13,14:16,Meeting,Wednesday
66687e80fc13ae4e0923544a,Nikaniki Leifer,Accounting,2024-04-02,9:42,17:35,Training,Tuesday
66687e80fc13ae4e0923544b,Gilli Broadbear,Business Development,2024-04-03,8:17,15:24,Work,Wednesday
66687e80fc13ae4e0923544c,Myer Gresswell,Legal,2024-08-04,6:09,14:45,Work,Sunday
66687e80fc13ae4e0923544d,Geordie Vanne,Human Resources,2024-09-02,6:44,17:30,Work,Monday
66687e80fc13ae4e0923544e,Yetty Hudless,Sales,2024-07-07,7:23,17:59,Work,Sunday
66687e80fc13ae4e0923544f,Whitney MacMenamy,Services,2024-08-04,7:50,16:15,Meeting,Sunday
66687e80fc13ae4e09235450,Sonnie Brahm,Services,2024-02-02,6:44,16:07,Meeting,Friday
66687e80fc13ae4e09235451,Jared Farlowe,Business Development,2024-12-07,6:08,14:39,Meeting,Saturday
66687e80fc13ae4e09235452,Willa Agron,Legal,2024-10-03,9:15,14:13,Work,Thursday
66687e80fc13ae4e09235453,Trever Purdy,Product Management,2024-03-06,8:40,15:17,Meeting,Wednesday
66687e80fc13ae4e09235454,Dieter Goding,Training,2024-11-05,7:18,17:47,Meeting,Tuesday
66687e80fc13ae4e09235455,Stanwood Touhig,Human Resources,2024-02-01,7:37,17:18,Training,Thursday
66687e80fc13ae4e09235456,Madelin Lathom,Support,2024-04-02,9:23,17:01,Work,Tuesday
66687e80fc13ae4e09235457,Melita Stirtle,Services,2024-09-05,7:19,17:07,Work,Thursday
66687e80fc13ae4e09235458,Marco Cawsey,Business Development,2024-11-07,6:27,15:49,Work,Thursday
66687e80fc13ae4e09235459,Anne-marie Knipe,Business Development,2024-03-05,7:33,16:20,Work,Tuesday
66687e80fc13ae4e0923545a,Lissa Gibbens,Human Resources,2024-01-06,7:32,16:13,Work,Saturday
66687e80fc13ae4e0923545b,Hyacinth Pococke,Product Management,2024-09-02,9:22,15:38,Meeting,Monday
66687e80fc13ae4e0923545c,Rosita Igonet,Accounting,2024-08-01,8:46,15:26,Work,Thursday
66687e80fc13ae4e0923545d,Anet Stabbins,Support,2024-10-04,8:32,17:48,Work,Friday
66687e80fc13ae4e0923545e,Brew Millam,Business Development,2024-04-02,6:07,17:42,Work,Tuesday
66687e80fc13ae4e0923545f,Trumann Beccles,Engineering,2024-11-07,8:47,14:15,Training,Thursday
66687e80fc13ae4e09235460,Bradan Antognozzii,Human Resources,2024-03-07,9:38,16:46,Meeting,Thursday
66687e80fc13ae4e09235461,Ilene Pariss,Training,2024-12-03,8:03,16:34,Meeting,Tuesday
66687e80fc13ae4e09235462,Isabelita Sennett,Human Resources,2024-05-01,9:13,16:00,Work,Wednesday
66687e80fc13ae4e09235463,Merridie Vernham,Sales,2024-05-05,9:41,15:42,Work,Sunday
66687e80fc13ae4e09235464,Avie Voaden,Engineering,2024-02-01,9:50,16:30,Work,Thursday
66687e80fc13ae4e09235465,Haily Lamboll,Human Resources,2024-12-07,8:18,17:38,Meeting,Saturday
66687e80fc13ae4e09235466,Paxton Le Estut,Training,2024-08-04,6:07,17:13,Training,Sunday
66687e80fc13ae4e09235467,Lem Lemmertz,Accounting,2024-03-05,8:43,14:27,Training,Tuesday
66687e80fc13ae4e09235468,Ingram Bygrove,Research and Development,2024-01-07,6:41,14:30,Work,Sunday
66687e80fc13ae4e09235469,Kingston Bate,Services,2024-07-03,6:03,16:43,Training,Wednesday
66687e80fc13ae4e0923546a,Catherina Strass,Marketing,2024-06-01,9:07,17:10,Work,Saturday
66687e80fc13ae4e0923546b,Maribelle Hardiker,Human Resources,2024-02-03,7:45,17:16,Work,Saturday
66687e80fc13ae4e0923546c,Margarethe Orriss,Marketing,2024-09-04,7:56,17:15,Work,Wednesday
66687e80fc13ae4e0923546d,Jilli Daley,Business Development,2024-08-07,9:00,15:36,Work,Wednesday
66687e80fc13ae4e0923546e,Rowen Belin,Business Development,2024-01-06,8:17,17:49,Training,Saturday
66687e80fc13ae4e0923546f,Lynelle Najara,Sales,2024-04-03,8:16,14:22,Work,Wednesday
66687e80fc13ae4e09235470,Evania Orrow,Services,2024-07-04,7:51,15:45,Work,Thursday
66687e80fc13ae4e09235471,Ferdy Szymanek,Accounting,2024-11-04,9:31,17:43,Client Visit,Monday
66687e80fc13ae4e09235472,Norbie Itzakson,Business Development,2024-11-03,7:57,16:11,Meeting,Sunday
66687e80fc13ae4e09235473,Doloritas Potkins,Research and Development,2024-12-04,9:15,16:07,Work,Wednesday
66687e80fc13ae4e09235474,Antonio Crangle,Business Development,2024-03-03,9:11,16:10,Client Visit,Sunday
66687e80fc13ae4e09235475,Arlyne McVitty,Accounting,2024-12-02,7:03,17:38,Work,Monday
66687e80fc13ae4e09235476,Carol Brambill,Human Resources,2024-10-04,9:16,17:01,Work,Friday
66687e80fc13ae4e09235477,Jaymee Acors,Training,2024-03-06,7:30,14:04,Meeting,Wednesday
66687e80fc13ae4e09235478,Theo Bartoletti,Training,2024-12-01,8:31,15:14,Training,Sunday
66687e80fc13ae4e09235479,Cam Barrus,Sales,2024-12-01,6:51,16:29,Meeting,Sunday
66687e80fc13ae4e0923547a,Lydon Alker,Support,2024-05-04,9:43,14:05,Work,Saturday
66687e80fc13ae4e0923547b,Art Prodrick,Legal,2024-03-06,6:05,14:46,Work,Wednesday
66687e80fc13ae4e0923547c,Fin Ladbrooke,Sales,2024-06-06,9:02,17:55,Meeting,Thursday
66687e80fc13ae4e0923547d,Isaac Keyme,Sales,2024-04-04,8:41,17:41,Work,Thursday
66687e80fc13ae4e0923547e,Auroora Sendall,Services,2024-12-01,6:50,17:57,Meeting,Sunday
66687e80fc13ae4e0923547f,Charles Whalebelly,Marketing,2024-10-04,9:14,15:05,Meeting,Friday
66687e80fc13ae4e09235480,Callida Slimming,Business Development,2024-12-06,8:41,17:32,Work,Friday
66687e80fc13ae4e09235481,Durant Scholard,Sales,2024-02-01,6:16,16:34,Work,Thursday
66687e80fc13ae4e09235482,Tonie Goudge,Legal,2024-11-02,7:04,14:22,Client Visit,Saturday
66687e80fc13ae4e09235483,Burk Teresi,Human Resources,2024-11-03,9:28,17:43,Training,Sunday
66687e80fc13ae4e09235484,Lyle Goldman,Legal,2024-10-07,7:30,16:42,Meeting,Monday
66687e80fc13ae4e09235485,Alexi Heaffey,Training,2024-11-05,7:13,14:16,Meeting,Tuesday
66687e80fc13ae4e09235486,Archie Nunn,Services,2024-07-01,6:21,16:10,Meeting,Monday
66687e80fc13ae4e09235487,Meggie Rowlands,Human Resources,2024-07-02,7:26,14:36,Meeting,Tuesday
66687e80fc13ae4e09235488,Krispin Drewitt,Product Management,2024-08-06,6:22,14:05,Meeting,Tuesday
66687e80fc13ae4e09235489,Merissa Reddell,Sales,2024-03-06,6:19,16:29,Meeting,Wednesday
66687e80fc13ae4e0923548a,Lenora Mattson,Sales,2024-11-05,8:29,16:23,Training,Tuesday
66687e80fc13ae4e0923548b,Dennis Vannacci,Training,2024-12-02,7:11,17:43,Work,Monday
66687e80fc13ae4e0923548c,Gerard MacTeggart,Engineering,2024-02-07,9:48,15:22,Work,Wednesday
66687e80fc13ae4e0923548d,Stevana Vigietti,Sales,2024-10-01,7:30,16:26,Meeting,Tuesday
66687e80fc13ae4e0923548e,Garreth Eyre,Support,2024-01-04,7:52,17:13,Training,Thursday
66687e80fc13ae4e0923548f,Carlen Mullaly,Training,2024-04-02,9:13,15:05,Meeting,Tuesday
66687e80fc13ae4e09235490,Brody Ingrey,Research and Development,2024-02-04,8:24,17:21,Client Visit,Sunday
66687e80fc13ae4e09235491,Avrit Docharty,Engineering,2024-02-02,8:20,15:53,Work,Friday
66687e80fc13ae4e09235492,Garrett Panchin,Engineering,2024-04-02,9:55,14:18,Work,Tuesday
66687e80fc13ae4e09235493,Donia Rouff,Legal,2024-09-05,6:24,17:02,Work,Thursday
66687e80fc13ae4e09235494,Jill Kershow,Marketing,2024-02-06,8:35,17:05,Training,Tuesday
66687e80fc13ae4e09235495,Bevan Seiffert,Human Resources,2024-02-01,8:51,16:17,Client Visit,Thursday
66687e80fc13ae4e09235496,Anestassia Attard,Legal,2024-05-06,6:29,17:35,Work,Monday
66687e80fc13ae4e09235497,Consolata Shingler,Product Management,2024-10-04,9:09,15:16,Work,Friday
66687e80fc13ae4e09235498,Sayer Cringle,Business Development,2024-04-03,7:14,14:59,Meeting,Wednesday
66687e80fc13ae4e09235499,Bran Bixley,Marketing,2024-10-05,7:39,14:37,Work,Saturday
66687e80fc13ae4e0923549a,Antoinette Wickardt,Research and Development,2024-07-04,7:24,17:41,Work,Thursday
66687e80fc13ae4e0923549b,Ferguson Spare,Engineering,2024-12-06,9:42,14:32,Meeting,Friday
66687e80fc13ae4e0923549c,Crosby Grimbaldeston,Services,2024-10-01,9:27,15:22,Work,Tuesday
66687e80fc13ae4e0923549d,Hercules Headford,Marketing,2024-03-02,7:19,14:02,Training,Saturday
66687e80fc13ae4e0923549e,Merrilee Whittle,Services,2024-11-06,7:01,16:43,Meeting,Wednesday
66687e80fc13ae4e0923549f,Bettye Fuggles,Engineering,2024-12-02,9:20,16:52,Work,Monday
66687e80fc13ae4e092354a0,Mellicent McConachie,Human Resources,2024-08-04,9:40,16:02,Meeting,Sunday
66687e80fc13ae4e092354a1,Marty Leftwich,Business Development,2024-10-03,9:29,17:32,Client Visit,Thursday
66687e80fc13ae4e092354a2,Harris Hastler,Legal,2024-08-06,6:33,15:32,Meeting,Tuesday
66687e80fc13ae4e092354a3,Silva Scyone,Accounting,2024-11-05,7:41,17:29,Meeting,Tuesday
66687e80fc13ae4e092354a4,Hendrika Dunning,Product Management,2024-02-02,8:48,14:33,Training,Friday
66687e80fc13ae4e092354a5,Gayle Marham,Product Management,2024-03-06,8:34,14:35,Work,Wednesday
66687e80fc13ae4e092354a6,Xenia Wisedale,Product Management,2024-01-04,8:26,14:52,Work,Thursday
66687e80fc13ae4e092354a7,Kenyon Baynard,Research and Development,2024-03-07,9:29,16:56,Meeting,Thursday
66687e80fc13ae4e092354a8,Lennard Crosen,Research and Development,2024-04-06,7:49,15:06,Training,Saturday
66687e80fc13ae4e092354a9,Cecile Putton,Research and Development,2024-03-02,9:05,17:55,Work,Saturday
66687e80fc13ae4e092354aa,Fernando Lawther,Product Management,2024-12-03,6:50,17:11,Training,Tuesday
66687e80fc13ae4e092354ab,Ewan Tylor,Product Management,2024-08-01,7:12,17:51,Meeting,Thursday
66687e80fc13ae4e092354ac,Dionysus Floyde,Product Management,2024-06-03,9:21,16:39,Client Visit,Monday
66687e80fc13ae4e092354ad,Maribel Lerigo,Engineering,2024-07-04,8:31,15:42,Work,Thursday
66687e80fc13ae4e092354ae,Sibley Leftwich,Training,2024-11-05,9:32,16:56,Work,Tuesday
66687e80fc13ae4e092354af,Mandel Widdup,Product Management,2024-09-01,6:28,16:21,Work,Sunday
66687e80fc13ae4e092354b0,Archibold Euston,Accounting,2024-07-02,7:44,17:23,Work,Tuesday
66687e80fc13ae4e092354b1,Jo Di Giacomettino,Training,2024-12-04,7:49,16:42,Meeting,Wednesday
66687e80fc13ae4e092354b2,Valery Cherry,Accounting,2024-12-03,9:31,17:17,Training,Tuesday
66687e80fc13ae4e092354b3,Abby Weippert,Human Resources,2024-04-07,8:38,14:33,Meeting,Sunday
66687e80fc13ae4e092354b4,Karyl Gribben,Legal,2024-08-03,7:53,17:26,Work,Saturday
66687e80fc13ae4e092354b5,Sigfried Albrighton,Product Management,2024-05-02,6:35,15:08,Work,Thursday
66687e80fc13ae4e092354b6,Rhett Di Roberto,Product Management,2024-07-03,8:39,17:38,Meeting,Wednesday
66687e80fc13ae4e092354b7,Perl Meritt,Legal,2024-06-05,7:50,14:36,Meeting,Wednesday
66687e80fc13ae4e092354b8,Sheelagh Broggetti,Sales,2024-07-03,9:21,16:42,Meeting,Wednesday
66687e80fc13ae4e092354b9,Nanice Britch,Engineering,2024-01-06,9:52,16:39,Work,Saturday
66687e80fc13ae4e092354ba,Hammad Twomey,Sales,2024-08-05,6:55,14:04,Training,Monday
66687e80fc13ae4e092354bb,Andi Huntriss,Human Resources,2024-05-01,9:56,15:53,Work,Wednesday
66687e80fc13ae4e092354bc,Sofie Brunone,Human Resources,2024-11-06,7:46,15:38,Work,Wednesday
66687e80fc13ae4e092354bd,Brittany Charrett,Research and Development,2024-09-03,9:09,16:52,Meeting,Tuesday
66687e80fc13ae4e092354be,Edeline Hansie,Accounting,2024-11-07,8:11,17:20,Work,Thursday
66687e80fc13ae4e092354bf,Merola Lamburn,Accounting,2024-11-01,9:41,15:29,Work,Friday
66687e80fc13ae4e092354c0,Prudi Gino,Legal,2024-09-06,6:09,14:52,Meeting,Friday
66687e80fc13ae4e092354c1,Blanch Gallamore,Engineering,2024-11-07,9:51,14:05,Work,Thursday
66687e80fc13ae4e092354c2,Demott Benallack,Services,2024-05-02,9:37,14:38,Work,Thursday
66687e80fc13ae4e092354c3,Renee Bathowe,Accounting,2024-10-06,9:18,16:13,Client Visit,Sunday
66687e80fc13ae4e092354c4,Ellary Koch,Support,2024-05-06,7:04,14:16,Work,Monday
66687e80fc13ae4e092354c5,Stanislaus Bruhke,Engineering,2024-12-05,6:13,15:09,Client Visit,Thursday
66687e80fc13ae4e092354c6,Ileane Mabbs,Support,2024-01-05,7:14,14:40,Training,Friday
66687e80fc13ae4e092354c7,Boyce Penfold,Training,2024-08-07,7:58,17:03,Meeting,Wednesday
66687e80fc13ae4e092354c8,Delcine Sang,Legal,2024-05-02,9:48,17:19,Work,Thursday
66687e80fc13ae4e092354c9,Kasper Gwillim,Support,2024-01-02,6:16,14:42,Work,Tuesday
66687e80fc13ae4e092354ca,Dore Lyvon,Training,2024-08-07,9:42,15:00,Meeting,Wednesday
66687e80fc13ae4e092354cb,Worth Flacknoe,Support,2024-08-05,7:36,15:52,Training,Monday
66687e80fc13ae4e092354cc,Ermin Cope,Legal,2024-08-01,7:51,17:11,Work,Thursday
66687e80fc13ae4e092354cd,Catherina Bullas,Product Management,2024-03-06,7:04,15:52,Training,Wednesday
66687e80fc13ae4e092354ce,Alon Duck,Engineering,2024-02-07,9:16,16:25,Meeting,Wednesday
66687e80fc13ae4e092354cf,Tymon Pechet,Business Development,2024-03-06,8:51,17:22,Work,Wednesday
66687e80fc13ae4e092354d0,Harriett Swatland,Engineering,2024-06-07,7:04,14:55,Work,Friday
66687e80fc13ae4e092354d1,Luciano Acland,Support,2024-07-07,6:17,15:40,Work,Sunday
